ein,name,city,state,ntee_cd,subsection,filing_req_cd,asset_amt,income_amt,revenue_amt
263656372,AMERICAN ACADEMY OF PEDIATRIC NEUROPSYCHOLOGY INC,LONG BEACH,CA,E99,6,1,550030,339908,339908
473969303,HEAL TRAFFICKING INC,LONG BEACH,CA,E12,3,1,416389,663752,663752
462203000,ACUPUNCTURE FOR AMERICA AND BEYOND,LONG BEACH,CA,E60,3,1,1488544,760359,760359
454682159,L A NET COMMUNITY HEALTH RESOURC NETWORK,LONG BEACH,CA,E02,3,1,220073,861829,861829
922536887,PARTNERS FOR PEDIATRIC VISION,LONG BEACH,CA,G41,3,1,750544,1145140,1123687
871702559,TCC SUPPORT CORPORATION,LONG BEACH,CA,E11,3,1,20889679,1556000,1556000
263912650,CATALYST FOR PAYMENT REFORM INC,LONG BEACH,CA,E05,3,1,811503,1994825,1994825
953926600,MAYFLOWER GARDENS HEALTH FACILITIES INC,LONG BEACH,CA,E11,3,1,665990,2268027,1588787
920651838,SCAN HEALTH PLAN NEW MEXICO,LONG BEACH,CA,E60,4,1,4818407,2626107,2626107
330331855,SOUTHERN CALIFORNIA INSTITUTE FOR RESEARCH AND EDUCATION,LONG BEACH,CA,H920,3,1,6769819,2941163,2941163
200865241,ANGELS FOR SIGHT,LONG BEACH,CA,E30,3,1,5147372,5295810,5295810
952111124,CHILDRENS DENTAL FOUNDATION,LONG BEACH,CA,E34Z,3,1,7662610,6474131,4054616
872944493,SCAN HEALTH PLAN TEXAS INC,LONG BEACH,CA,E60,4,1,7325534,8040346,8040346
330823599,TICHENOR SUPPORT FOUNDATION,LONG BEACH,CA,E110,3,1,40247595,9359347,2796274
472364652,TRANSLATIONAL PULMONARY AND IMMUNOLOGY RESEARCH CENTER,LONG BEACH,CA,E24,3,1,10808672,11359377,11359377
952413249,INTER COMMUNITY CARE CENTERS INC,LONG BEACH,CA,E91Z,3,1,7364395,12429433,12429433
854288083,SCAN HEALTH PLAN NEVADA,LONG BEACH,CA,E60,4,1,7583620,25129158,25129158
871858798,HEALTHCARE IN ACTION INC,LONG BEACH,CA,E32,3,1,9151446,26392368,26392368
956105984,MEMORIAL MEDICAL CENTER FOUNDATION,LONG BEACH,CA,E99,3,1,305012755,31194505,15237041
854275186,SCAN DESERT HEALTH PLAN,LONG BEACH,CA,E60,4,1,21588775,53654990,53654990
953858259,SCAN HEALTH PLAN,LONG BEACH,CA,E300,3,1,1033244069,5244609303,4954564400
414737131,ASC OUTREACH,LOS ALAMITOS,CA,E19,3,2,,,
880755391,COPA DE ORO COMMUNITY HEALTH CENTER,LOS ALAMITOS,CA,E32,3,1,,,
465483538,SANTA FE COMMUNITY HEALTH CENTER,LOS ALAMITOS,CA,E32,3,2,0,0,0
953692295,PARENTS AGAINST CANCER INC,LOS ALAMITOS,CA,G30Z,3,2,0,0,0
208225585,PROJECT NICARAGUA,LOS ALAMITOS,CA,E60,3,2,0,0,0
393254001,BIG DOG SMILES INC,LOS ALAMITOS,CA,E70,3,2,0,0,0
237421456,QUARTER HORSE BENEVOLMENT CHARITY FOUNDATION,LOS ALAMITOS,CA,E30I,3,1,505116,197770,197770
471558076,DANCERS AGAINST CANCER,LOS ALAMITOS,CA,G30,3,1,532586,1795295,1308917
412841846,INTEGRATIVE NEUROLOGY FOUNDATION,MISSION VIEJO,CA,E12,3,2,,,
330737604,BETTER VISION FOR CHILDREN,MISSION VIEJO,CA,H41,3,2,1193149,0,0
352565817,TOPS CLUB INC,MISSION VIEJO,CA,E70,3,2,0,0,0
815442534,ORCHIDS FOR HOPE CORPORATION,MISSION VIEJO,CA,G30,3,2,0,0,0
813735979,CD ACCESS,MISSION VIEJO,CA,E60,3,2,8,0,0
871262154,FIGHT ON FOREVER,MISSION VIEJO,CA,E12,3,2,9997,0,0
871185796,UNITED TOOTH FAIRIES LIMITED,MISSION VIEJO,CA,E99,3,2,0,0,0
881130196,ALL ACCESS CHIROPRACTIC,MISSION VIEJO,CA,E60,3,2,0,0,0
813583321,FCS FOUNDATION,MISSION VIEJO,CA,G80,3,2,439728,29500,29500
822622082,MURIELS ANGELS,MISSION VIEJO,CA,E60,3,2,16000,36563,36563
043813690,OUTREACH TO THE WORLD INC,MISSION VIEJO,CA,E60,3,1,3752,83334,83334
330927644,CRUISIN FOR A CURE,MISSION VIEJO,CA,H11,3,1,1276117,83673,83673
332092556,BRYNN WHEELER FOUNDATION,MISSION VIEJO,CA,E86,3,1,51823,115651,115651
200299958,CURE DUCHENNE,MISSION VIEJO,CA,H50,3,1,30906923,13991364,3941885
832915874,CELEBRATING LIFE COMMUNITY HEALTH CENTER,MISSION VIEJO,CA,E32,3,1,32923020,36235700,35618357
951643360,MISSION HOSPITAL REGIONAL MEDICAL CENTER,MISSION VIEJO,CA,E210,3,1,697134273,965058955,954165802
392212765,HEALING FLOWS FROM THE HEART,NEWPORT BEACH,CA,E30,3,2,,,
414911489,HEADSTRONG RIDE SMART,NEWPORT BEACH,CA,G42,3,2,,,
331461667,LIFELINE EDUCATION,NEWPORT BEACH,CA,E60,3,2,,,
932716287,SOUL SOUNDS ALCHEMY,NEWPORT BEACH,CA,E60,3,2,,,
834031858,SURVIVOR SQUAD,NEWPORT BEACH,CA,G30,3,2,0,0,0
270152657,GOLDILOCKS ANESTHESIA FOUNDATION,NEWPORT BEACH,CA,H99,3,2,0,0,0
852782466,YOUNGTIMERS INC,NEWPORT BEACH,CA,E60,3,2,0,0,0
844583210,LIVING ORGAN DONOR ASSISTANCE FUND,NEWPORT BEACH,CA,E12,3,2,37960,0,0
473668614,MAS SAJADY INC,NEWPORT BEACH,CA,H20,3,2,221936,0,0
990494058,REVEL WITH A CAUSE,NEWPORT BEACH,CA,E86,3,2,0,0,0
453822537,HALO HEALING AUTISM THROUGH LEARNING AND OPPORTUNITIES,NEWPORT BEACH,CA,G12,3,2,0,0,0
463883406,AYUDA INTERNATIONAL INC,NEWPORT BEACH,CA,E30,3,2,0,0,0
334650071,P I E C E S OF PEYTON INC,NEWPORT BEACH,CA,E86,3,2,0,0,0
352687783,JUST CURE IT,NEWPORT BEACH,CA,G32,3,2,0,0,0
843605416,CENTER FOR RAPID ENLIGHTENMENT INC,NEWPORT BEACH,CA,E60,3,2,0,0,0
272054325,COB COMMUNITY INC,NEWPORT BEACH,CA,G84,3,2,0,0,0
332776920,FAMILIES FIRST CA,NEWPORT BEACH,CA,E40,3,2,0,0,0
412620534,HEARTBEAT FORWARD,NEWPORT BEACH,CA,E86,3,2,0,0,0
453482560,MOMENTUM KIDS FOUNDATION,NEWPORT BEACH,CA,E86,3,2,39679,4,4
461103884,SKIN CANCER AND RECONSTRUCTIVE SURGERY FOUNDATION,NEWPORT BEACH,CA,G30,3,2,2906,40,40
264598590,REENGINEERING HEALTHCARE INC,NEWPORT BEACH,CA,G05,3,2,17,1100,1100
201770654,THE MUSIC-HEALS FOUNDATION,NEWPORT BEACH,CA,H12,3,2,37897,2556,2556
262566125,DOWN SYNDROME EDUCATION USA,NEWPORT BEACH,CA,H84,3,2,7723,3862,1783
462455747,SMILEONU,NEWPORT BEACH,CA,E01,3,2,17044,47598,47598
954538499,CALIFORNIA ACADEMY OF ATTORNEYS FOR HEALTH CARE PROFESSIONALS,NEWPORT BEACH,CA,E03,6,1,211327,51675,51675
330949850,NATIONAL FIBROMYALGIA ASSOCIATION,NEWPORT BEACH,CA,G99,3,1,76791,52422,52422
270220698,HEARAID FOUNDATION INC,NEWPORT BEACH,CA,E50,3,1,237856,54161,37744
814712011,PMG AWARENESS ORGANIZATION INC,NEWPORT BEACH,CA,G20,3,1,48400,56116,52637
202497449,GREET THE DAY,NEWPORT BEACH,CA,G30,3,1,88838,69797,69797
330912223,QUEEN OF HEARTS FOUNDATION,NEWPORT BEACH,CA,H30,3,1,329646,99237,99237
330948722,DOWN SYNDROME FOUNDATION OF ORANGE COUNTY,NEWPORT BEACH,CA,H122,3,1,40046,116272,116272
810941400,PHYSICIANS FOR INFORMED CONSENT,NEWPORT BEACH,CA,E60,3,1,157707,119359,119359
853118651,HOPE IN PAIN INC,NEWPORT BEACH,CA,G01,3,1,100461,134020,134020
871987234,KATHI KOLL INC,NEWPORT BEACH,CA,E92,3,1,232927,135334,135334
874802655,CANCER KINSHIP,NEWPORT BEACH,CA,E60,3,1,24418,148517,148517
384083103,THE FOUNDATION FOR POST-TRAUMATIC HEALING AND COMPLEX TRAUMA RESEARC,NEWPORT BEACH,CA,E70,3,1,15191,172364,172364
956533976,AUXILIARY OF HOAG MEMORIAL HOSPITAL PRESBYTERIAN INC,NEWPORT BEACH,CA,E22,3,1,210860,184162,-20959
330780865,BLINDNESS FOUNDATION,NEWPORT BEACH,CA,G41,3,1,26090,358792,325698
822389441,DOWN FOR DANCE,NEWPORT BEACH,CA,G25,3,1,173286,417811,417811
452154991,LIVING THE DREAM FOUNDATION,NEWPORT BEACH,CA,G12,3,1,564578,749119,749119
264343040,KURE IT INC,NEWPORT BEACH,CA,H123,3,1,973926,1918362,1328154
271702928,FOUNDATION FOR PRIMARY IMMUNODEFICIENCY DISEASES - FPID,NEWPORT BEACH,CA,G60,3,1,2745048,3450418,905216
953222343,HOAG HOSPITAL FOUNDATION,NEWPORT BEACH,CA,E112,3,1,749188183,224151177,157937802
330676831,HOAG CLINIC INC,NEWPORT BEACH,CA,E30,3,1,196724771,355323126,355323126
951643327,HOAG MEMORIAL HOSPITAL PRESBYTERIAN,NEWPORT BEACH,CA,E220,3,1,4868856974,3182213586,2118202627
395025500,ENTERA RECOVERY SERVICES A PUBLIC B ENEFIT CORPORATION,ORANGE,CA,E50,3,1,,,
392169441,INTERNATIONAL SOCIETY FOR MAST CELL ACTIVATION SYNDROMES,ORANGE,CA,H03,3,1,,,
412823914,SMILE A DENTAL FOUNDATION,ORANGE,CA,E80,3,2,,,
415204008,UNITED STATES HEMOPHILIA TREATMENT CENTER NETWORK,ORANGE,CA,G02,3,2,,,
863861052,SOCIETY OF SOUTHERN CALIFORNIA PEDIATRIC ECHOCARDIOGRAPHY SSCAPE,ORANGE,CA,E03,6,2,0,0,0
923650321,CATALYST FOR CARE,ORANGE,CA,E21,3,2,0,0,0
330791720,ORANGE COUNTY DENTAL SOCIETY DENTAL HEALTH FOUNDATION,ORANGE,CA,E99,3,2,0,0,0
834648391,ADVOCATES FOR PHYSICIANS RIGHTS INC,ORANGE,CA,E60,4,2,0,0,0
932389539,ORANGE SMILES ORGANIZATION,ORANGE,CA,E60,3,2,0,0,0
993463065,MAX GLOBAL AID,ORANGE,CA,E02,3,2,0,0,0
994280978,HOPEFUL HEALTH CORP,ORANGE,CA,E12,3,2,0,0,0
923690591,GENUINE CULTURE,ORANGE,CA,E60,3,2,0,0,0
825503255,LYME KIDS INC,ORANGE,CA,G80,3,2,0,0,0
832691624,PHILIPPINE NURSES ASSOCIATION OF CALIFORNIA ORANGE COUNTY,ORANGE,CA,E03,3,2,0,0,0
463740615,HOAN NHIEN INC,ORANGE,CA,E60,3,2,0,0,0
812889343,FOUNDATION FOR REGENERATIVE MEDICINE INC,ORANGE,CA,H19,3,2,0,0,0
141940905,CONSORTIUM OF ORIENTAL MEDICINE RESEARCH AND EDUCATION,ORANGE,CA,H19,3,2,0,0,0
330776897,MEDICAL STAFF OF FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,ORANGE,CA,G90,6,2,451202,19010,19010
851019813,SERVING ADVANTAGE INC,ORANGE,CA,G84,3,1,11462,52718,52718
953786863,ORANGE COUNTY FOUNDATION FOR ONCOLOGY CHILDREN & FAMILIES INC,ORANGE,CA,E99Z,3,1,659540,84314,84314
851297012,ARTHUR L GARNES SOCIETY,ORANGE,CA,G9B,3,1,29115,122736,122736
453792057,MAX S LOVE PROJECT INC,ORANGE,CA,E86,3,1,44130,556555,483730
873545792,AB-H FOUNDATION,ORANGE,CA,E32,3,1,539207,558723,558723
830936055,MEDICAL STAFF OF SAINT JOSEPH HOSPITAL OF ORANGE,ORANGE,CA,E03,6,1,2377205,569098,569098
330099451,PEDIATRICS-ADOLESCENT DIABETES RESEARCH AND EDUCATION FOUNDATION,ORANGE,CA,H85I,3,1,612377,605369,401340
330089232,LIVING WELL PREGNANCY CENTERS,ORANGE,CA,E400,3,1,873897,732591,716939
273910204,BIDADA INTERNATIONAL FOUNDATION,ORANGE,CA,E20,3,1,263837,1168435,1168435
330831358,MISSION PLASTICOS,ORANGE,CA,E50,3,1,2277607,1824708,1532008
753078627,ORTHOPAEDIC EDUCATION AND RESEARCH,ORANGE,CA,H50,3,1,962154,2535758,2535758
882250078,GLOBAL GIFTED FOUNDATION,ORANGE,CA,H84,3,1,8858260,4683062,4683062
956154473,PROVIDENCE SPEECH & HEARING CENTER,ORANGE,CA,E56Z,3,1,10267805,7003036,6945439
330532423,SISTERS OF ST JOSEPH HEALTHCARE FOUNDATION,ORANGE,CA,E120,3,1,52240172,7395099,1781599
952900725,COALITION OF ORANGE COUNTY COMMUNITY CLINICS,ORANGE,CA,E030,3,1,38618655,12920128,12771586
330612565,CRC REAL ESTATE CORPORATION,ORANGE,CA,E110,3,1,87831897,13637356,11268904
330265266,CHILDRENS HEALTHCARE OF CALIFORNIA,ORANGE,CA,E120,3,1,0,38995694,30848439
956097416,CHOC FOUNDATION,ORANGE,CA,E24,3,1,55541705,99052447,61610846
330528802,CHILDRENS HOSPITAL AT MISSION,ORANGE,CA,E24Z,3,1,96342042,114969964,114945057
270179192,CENTER FOR COMPREHENSIVE CARE AND DIAGNOSIS OF INHERITED BLOOD,ORANGE,CA,E24,3,1,71349404,133701455,23337253
951643359,ST JOSEPH HOSPITAL OF ORANGE,ORANGE,CA,E210,3,1,939395968,971102510,970104268
952321786,CHILDRENS HOSPITAL OF ORANGE COUNTY,ORANGE,CA,E240,3,1,2432292750,1734106147,1687593095
921938295,TLABRECOVERY INC,PLACENTIA,CA,E70,3,2,,,
332630328,OURIQUE FAMILY FOUNDATION INC,PLACENTIA,CA,E86,3,2,,,
611592952,TEAM CHASE,PLACENTIA,CA,G99,3,2,0,0,0
332683089,INTERNATIONAL HEALTHCARE BRIDGE PROJECT,PLACENTIA,CA,E80,3,2,0,0,0
933636028,UP N OUT SOCIAL CLUB OF AMERICA,PLACENTIA,CA,E92,3,1,9009,85802,85802
825106917,BROTHERS ON A QUEST INC,PLACENTIA,CA,H12,3,1,34534,110878,110878
300154657,FRIENDS OF GRACE,PLACENTIA,CA,E99,3,1,482566,1210432,1210432
843983999,DONNA CLERVI FOUNDATION INC,RANCHO SANTA MARGARITA,CA,G12,3,1,1,179001,172801
851834724,FLORA MAY FOUNDATION,SAN CLEMENTE,CA,E86,3,2,0,0,0
461093476,FOUNDATION TO COMBAT ANTIMICROBIAL RESISTANCE,SAN CLEMENTE,CA,G99,3,2,0,0,0
882230629,VERITAS RESEARCH FOUNDATION,SAN CLEMENTE,CA,H90,3,2,80357,0,0
452238192,PATHWAYS FOR RARE AND ORPHAN STUDIES,SAN CLEMENTE,CA,E70,3,2,448139,0,0
473784310,ASSOCIATION OF SKILLED NURSING PROVIDERS,SAN CLEMENTE,CA,E19,3,2,0,0,0
814738396,MORENO & GO FOUNDATION,SAN CLEMENTE,CA,E80,3,2,0,0,0
392278784,INSPIRED LIFESTYLES,SAN CLEMENTE,CA,E70,3,2,0,0,0
461302922,FULL FILLMENT INC,SAN JUAN CAPISTRANO,CA,E86,3,2,0,0,0
822039843,WALK INTUIT INC,SAN JUAN CAPISTRANO,CA,E50,3,1,1226079,724871,724871
414819407,HEALING HANDS COMMUNITY CARE ALLIAN CE,SANTA ANA,CA,E70,3,2,,,
371668463,ORAL DISABILITY RESCUE A NOT FOR PROFIT ORGANIZATION,SANTA ANA,CA,E60,3,2,,,
993674798,CAREMORE ACADEMY,SANTA ANA,CA,E90,3,2,,,
843822040,SYRIAN AMERICAN ASSOCIATION OF SCIENCE AND HEALTH,SANTA ANA,CA,H03,3,2,0,0,0
843971283,SNF OF ORANGE COUNTY,SANTA ANA,CA,E31,3,2,1,0,0
612138033,JOURNEY FOUNDATION,SANTA ANA,CA,E92,3,2,0,0,0
861319507,SODA SMART,SANTA ANA,CA,E01,3,2,0,0,0
872123806,MALESIA ASSOCIATION OF CALIFORNIA INC,SANTA ANA,CA,E80,3,2,0,0,0
854395319,UNITED REACH INC,SANTA ANA,CA,E60,3,2,0,0,0
474630749,MINISTERIO ALAS DE ESPERANZA,SANTA ANA,CA,H11,3,2,0,0,0
463864810,UROLOGIC SOCIETY FOR TRANSPLANTATION AND RENAL SURGERY,SANTA ANA,CA,H03,3,2,0,0,0
825103366,NDPH RESEARCH FOUNDATION,SANTA ANA,CA,H12,3,2,0,0,0
330925990,EYESONTHEPRIZE ORG,SANTA ANA,CA,G30,3,2,0,0,0
843128751,DIVINE MERCY CHARITY FOUNDATION,SANTA ANA,CA,E99,3,2,0,0,0
320101760,A A CARE CENTER,SANTA ANA,CA,E70,3,2,12944,0,0
850576857,ART SPREAD,SANTA ANA,CA,G50,3,2,0,0,0
205230144,GRANDPARENT AUTISM NETWORK,SANTA ANA,CA,G84,3,2,0,0,0
330806515,ORANGE COUNTY GLOBAL MEDICAL CENTER AUXILIARY,SANTA ANA,CA,E19,3,2,35783,1401,1401
204792248,NEUROPATHY ACTION FOUNDATION,SANTA ANA,CA,G96,3,1,347696,73114,73114
331143366,GREEN FOUNDATION,SANTA ANA,CA,E60,3,1,355827,244299,244299
462562585,NOROOZ CLINIC FOUNDATION,SANTA ANA,CA,E60,3,1,101921,921947,921947
141911866,PACIFIC ISLANDER HEALTH PARTNERSHIP,SANTA ANA,CA,E70,3,1,1063662,1031381,1031381
472671013,COMMUNITY HEALTH INITIATIVE OF ORANGE COUNTY,SANTA ANA,CA,E19,3,1,1616760,1629969,1615864
472256353,SAINT YOUSTINA,SANTA ANA,CA,E32,3,1,941963,2691075,2691075
330518078,MOMS ORANGE COUNTY,SANTA ANA,CA,E46Z,3,1,7821380,5133564,2869452
821598439,ACCESS COMMUNITY HEALTH CENTER,SANTA ANA,CA,E32,3,1,3114921,7667181,7667181
951856340,UNITED CEREBRAL PALSY ASSOCIATION OF ORANGE COUNTY INC,SANTA ANA,CA,G200,3,1,11823926,13027517,12908123
951792279,REIMAGINE NETWORK,SANTA ANA,CA,E50Z,3,1,19654008,13453623,9415922
833959458,HARBOR OF HOPE WOMEN S CANCER FOUNDATION,SEAL BEACH,CA,E86,3,2,0,0,0
412579402,PIONEERS IN ADVANCING TRANSATIONAL HEALTH,SEAL BEACH,CA,H99,3,2,0,0,0
474849467,TOPS CLUB INC,SEAL BEACH,CA,E70,3,2,0,0,0
262241388,MAKE A SMILE FOUNDATION INC,SEAL BEACH,CA,E70,3,2,0,0,0
820952544,ROSA THAY NGUYEN CHILDRENS FOUNDATION,SEAL BEACH,CA,E80,3,2,0,0,0
270947808,LIVINGSTONE COMMUNITY DEVELOPMENT CORPORATION,STANTON,CA,E30,3,1,4043246,2670830,2535719
332900448,SOCAL MEDTECH ASSOCIATION,TUSTIN,CA,H03,3,1,,,
262215746,CALIFORNIA PARKINSONS GROUP FOUNDATION,TUSTIN,CA,G80,3,2,0,0,0
923223880,LOVE IN TRUTH INSTITUTE INC,TUSTIN,CA,E70,3,2,0,0,0
991237019,OC WELLNESS CARE,TUSTIN,CA,E99,3,2,0,0,0
465612482,WILDCARD ARMY INC,TUSTIN,CA,G12,3,2,0,0,0
330820148,SOUTHERN CALIFORNIA MEDICAL EDUCATION COUNCIL,TUSTIN,CA,G03,3,2,0,0,0
843022851,CONCUSSION CONNECTION INC,TUSTIN,CA,E01,3,2,0,0,0
262794755,THE EDDIE GUARDADO FOUNDATION,TUSTIN,CA,H84,3,2,0,0,0
842781015,ALZHEIMER PREVENTION FOUNDATION,TUSTIN,CA,G83,3,2,0,0,0
474008624,FOOTHILL REGIONAL MEDICAL CENTER MEDICAL STAFF,TUSTIN,CA,E03,4,2,0,0,0
474233634,BACON BITS OF HOPE,TUSTIN,CA,G01,3,2,0,0,0
920313050,ALCHEME NATURAL HEALTH INSTITUTE,TUSTIN,CA,E21,3,2,18659,17534,17534
852080697,KEVIN AND SANDRA HUTTON FAMILY FOUNDATION,TUSTIN,CA,E60,3,2,195599,20000,20000
264335292,PROJECT POSSIBLE WORLDWIDE FKA OMF,TUSTIN,CA,E50,3,2,39592,34332,34332
851380339,AMENA MOBILE CLINIC,TUSTIN,CA,E32,3,2,8528,41939,41939
330282720,ALS SOUTHWEST ASSOCIATION,TUSTIN,CA,E60,3,1,1124628,981233,852070
330906866,HURTT FAMILY HEALTH CLINIC INC,TUSTIN,CA,E30,3,1,9107783,13961586,13961586
331936728,HEAL CAMPAIGN,VILLA PARK,CA,G99,3,2,0,1510,0
474325468,HARBOR EMERGENCY MEDICAL EDUCATION FOUNDATION,VILLA PARK,CA,E99,3,1,282491,227174,227174
993762906,VM CARES FOUNDATION,WESTMINSTER,CA,E60,3,2,,,
413302179,HER PROJECT,WESTMINSTER,CA,E70,3,2,,,
432080103,NATURAL HEALTH FOUNDATION INC,WESTMINSTER,CA,E99,3,2,1,0,0
813993764,CHIROPRACTIC FOR VIETNAM,WESTMINSTER,CA,E30,3,2,0,0,0
330865885,PARKINSONS MOVEMENT AND DISORDER FOUNDATION,WESTMINSTER,CA,H96,3,2,0,0,0
823484168,HEAR THE NEED,WESTMINSTER,CA,E70,3,2,0,0,0
954075524,ATHLETES & ENTERTAINERS FOR KIDS,WESTMINSTER,CA,E86Z,3,1,80062,156042,148954
334988353,REAL HEART FOUNDATION,YORBA LINDA,CA,G43,3,1,,,
834400197,SBUAA,YORBA LINDA,CA,E70,3,2,0,0,0
452723916,FIBROMYALGIA AWARENESS NATIONAL NETWORK,YORBA LINDA,CA,G50,3,2,0,0,0
872042004,CARISSA S FOUNDATION TO SUPPORT RESEARCH INC,YORBA LINDA,CA,G12,3,2,0,0,0
844850594,CURE BLAU SYNDROME FOUNDATION,YORBA LINDA,CA,H80,3,2,0,0,0
871505208,MISSION MINDED WORLDWIDE INC,YORBA LINDA,CA,E32,3,2,0,0,0
272115904,CANCER RADIATION FOUNDATION,YORBA LINDA,CA,G30,3,2,0,0,0
471240308,HEMORRHAGIC DISEASES FOUNDATION,YORBA LINDA,CA,H80,3,2,0,0,0
834337631,GLOBAL CHINESE YOUTH MENTAL HEALTH ASSOCIATION,YORBA LINDA,CA,H80,3,2,0,0,0
833676547,KEEP LIFE MOVING INC,YORBA LINDA,CA,E70,3,2,0,0,0
842127330,WOODMAN HEALTH FOUNDATION,YORBA LINDA,CA,E60,3,2,0,0,0
882521370,HEYERPOWER FOUNDATION INC,YORBA LINDA,CA,G30,3,2,0,0,0
161743815,ORANGE COUNTY DUALIES,YORBA LINDA,CA,H128,3,2,0,0,0
331932966,H3 FOUNDATION,YORBA LINDA,CA,E80,3,2,0,0,0
880668953,JOCELYNG WINGS4HOPE,YORBA LINDA,CA,H30,3,2,0,0,0
844393959,AMAZE RESEARCH FOUNDATION,YORBA LINDA,CA,H99,3,2,0,0,0
330618522,THE SOUTHERN CALIFORNIA SECTION OF THE AMERICAN ASSOCIATION FOR,YORBA LINDA,CA,E70Z,3,2,68211,7364,7364
472008593,NRPC INC,YORBA LINDA,CA,E60,3,2,851,8327,8327
990648749,MANA MINDFULNESS,YORBA LINDA,CA,E60,3,2,10669,25000,25000
331029337,NATIONAL ORGANIZATION OF DISORDERS OF THE CORPUS CALLOSUM,YORBA LINDA,CA,H48,3,1,511624,438507,433762
941196188,EASTERN STAR HOMES OF CALIFORNIA,YORBA LINDA,CA,E910,3,1,5482073,4681367,4545780
